species	MGI	UniProtKB	gene	ID
MOUSE	95662	O09100	Endothelial transcription factor GATA-2	Gata2
MOUSE	1922521	Q9D4U4	MCG52127	4930557A04Rik
MOUSE	1918343	Q99NA2	Protein atonal homolog 8	Atoh8
MOUSE	1927636	P14869	60S acidic ribosomal protein P0	Rplp0
MOUSE	2386251	Q8QZY1	Eukaryotic translation initiation factor 3 subunit L	Eif3l
MOUSE	1261758	Q80U70	Polycomb protein Suz12	Suz12
MOUSE	1933621	Q99JR8	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	Smarcd2
MOUSE	3642279	D3YVN7	Elongation factor Tu	Gm9755
MOUSE	3613394	Q2MDF7	Protein Rhox4g	Rhox4g
MOUSE	3646779	L7N202	Uncharacterized protein	Gm16477
MOUSE	2137668	Q9JJN2	Zinc finger homeobox protein 4	Zfhx4
MOUSE	5010210	E9Q1N8	Uncharacterized protein	Gm18025
MOUSE	3053002	Q5TIS6	Homeobox protein notochord	Noto
MOUSE	2143272	Q8C0S1	DIS3-like exonuclease 1	Dis3l
MOUSE	1916632	Q9D9Z7	Histone H2B subacrosomal variant	Subh2bv
MOUSE	1261809	O55230	DNA repair protein RAD51 homolog 4	Rad51d
MOUSE	97351	P43688	Homeobox protein Nkx-2.6	Nkx2-6
MOUSE	1927224	Q9CR11	YEATS domain-containing protein 4	Yeats4
MOUSE	98214	P28700	Retinoic acid receptor RXR-alpha	Rxra
MOUSE	101926	P70396	Homeobox protein DLX-5	Dlx5
MOUSE	104853	P35428	Transcription factor HES-1	Hes1
MOUSE	1196612	O35972	"39S ribosomal protein L23, mitochondrial"	Mrpl23
MOUSE	2685844	A2AJ77	PR domain zinc finger protein 12	Prdm12
MOUSE	1916983	Q8C0L6	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	Paox
MOUSE	1917377	P58269	Zinc finger protein DPF3	Dpf3
MOUSE	108445	P79621	MHC class II transactivator	Ciita
MOUSE	88133	Q9Z150	Protein Zbtb12	Zbtb12
MOUSE	95575	P13346	Protein fosB	Fosb
MOUSE	2387197	Q8BZG5	Protein RRNAD1	Rrnad1
MOUSE	1096572	Q497H0	AN1-type zinc finger protein 3	Zfand3
MOUSE	1913542	P58059	"28S ribosomal protein S21, mitochondrial"	Mrps21
MOUSE	1099436	O35719	DNA repair protein RAD51 homolog 2	Rad51b
MOUSE	1341851	Q9WVG9	Male-specific lethal 3 homolog	Msl3
MOUSE	1342248	O70579	Peroxisomal membrane protein PMP34	Slc25a17
MOUSE	2443514	P59328	WD repeat and HMG-box DNA-binding protein 1	Wdhd1
MOUSE	1917192	Q8R3P8	Protein Rnf113a1	Rnf113a1
MOUSE	94904	P70436	Homeobox protein DLX-4	Dlx4
MOUSE	1891374	Q91Y44	Bromodomain testis-specific protein	Brdt
MOUSE	1890358	Q5SF07	Insulin-like growth factor 2 mRNA-binding protein 2	Igf2bp2
MOUSE	3780224	J3QQ02	Protein Gm2016	Gm2056
MOUSE	1925705	Q6DFV5	Probable helicase with zinc finger domain	Helz
MOUSE	97890	Q08297	DNA repair protein RAD51 homolog 1	Rad51
MOUSE	107339	Q8K0D5	"Elongation factor G, mitochondrial"	Gfm1
MOUSE	1918367	Q8BX09	Retinoblastoma-binding protein 5	Rbbp5
MOUSE	109637	P70459	ETS domain-containing transcription factor ERF	Erf
MOUSE	1097693	O08760	N-glycosylase/DNA lyase	Ogg1
MOUSE	5504144	A2A4P4	Protein Gm27029	Gm27029
MOUSE	5141906	G3UYJ7	Protein Gm20441 (Fragment)	Gm20441
MOUSE	1341839	Q8BHB0	Nucleotide-binding oligomerization domain-containing protein 1	Nod1
MOUSE	2143990	Q8BZ20	Poly [ADP-ribose] polymerase 12	Parp12
MOUSE	1924971	Q99N87	"28S ribosomal protein S5, mitochondrial"	Mrps5
MOUSE	1917853	Q99P21	A/G-specific adenine DNA glycosylase	Mutyh
MOUSE	1341868	Q9WUK4	Replication factor C subunit 2	Rfc2
MOUSE	2144727	Q91VR5	ATP-dependent RNA helicase DDX1	Ddx1
MOUSE	106906	P10630	Eukaryotic initiation factor 4A-II	Eif4a2
MOUSE	1915982	Q6EDY6	Leucine-rich repeat-containing protein 16A	Lrrc16a
MOUSE	99459	Q8VII8	Mineralocorticoid receptor	Nr3c2
MOUSE	108515	P23198	Chromobox protein homolog 3	Cbx3
MOUSE	1925638	Q9EQK5	Major vault protein	Mvp
MOUSE	1925666	Q9D244	Ribonuclease K6	Rnase6
MOUSE	2448573	Q3UFQ8	Leucine-rich repeat-containing protein 16B	Lrrc16b
MOUSE	2442695	Q8BH52	Cyclic AMP-responsive element-binding protein 3-like protein 2	Creb3l2
MOUSE	97848	P15919	V(D)J recombination-activating protein 1	Rag1
MOUSE	2448316	Q64523	Histone H2A type 2-C	Hist2h2ac
MOUSE	3646467	J3QP53	Protein Gm5294	Gm5294
MOUSE	2448557	Q6PGG6	Guanine nucleotide-binding protein-like 3-like protein	Gnl3l
MOUSE	98344	P62315	Small nuclear ribonucleoprotein Sm D1	Snrpd1
MOUSE	107912	Q08943	FACT complex subunit SSRP1	Ssrp1
MOUSE	1916087	Q3UCQ1	Forkhead box protein K2	Foxk2
MOUSE	2687286	Q8BIA3	Homeobox protein Mohawk	Mkx
MOUSE	1914677	P60867	40S ribosomal protein S20	Rps20
MOUSE	1917483	Q9CWK3	CD2 antigen cytoplasmic tail-binding protein 2	Cd2bp2
MOUSE	2141101	P61460	DEP domain-containing protein 5	Depdc5
MOUSE	1347053	Q9JLQ2	ARF GTPase-activating protein GIT2	Git2
MOUSE	1922442	Q8CGP0	Histone H2B type 3-B	Hist3h2bb
MOUSE	3648257	Q8BX20	"Predicted gene, EG435337"	EG435337
MOUSE	2653690	Q8BXK8	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1"	Agap1
MOUSE	1913631	Q14B01	Protein Rnf113a2	Rnf113a2
MOUSE	2446779	Q6XAR7	"MCG68110, isoform CRA_a"	Ssxb10
MOUSE	2149781	E9Q1N0	Protein 4932431P20Rik	4932431P20Rik
MOUSE	2135607	Q923E4	NAD-dependent protein deacetylase sirtuin-1	Sirt1
MOUSE	2158505	Q8R554	OTU domain-containing protein 7A	Otud7a
MOUSE	103079	P42669	Transcriptional activator protein Pur-alpha	Pura
MOUSE	1933112	Q99LE1	RILP-like protein 2	Rilpl2
MOUSE	1931526	P15864	Histone H1.2	Hist1h1c
MOUSE	96136	P09602	Non-histone chromosomal protein HMG-17	Hmgn2
MOUSE	101934	Q08639	Transcription factor Dp-1	Tfdp1
MOUSE	1096881	P10126	Elongation factor 1-alpha 1	Eef1a1
MOUSE	2442268	A6H603	NACHT and WD repeat domain-containing protein 1	Nwd1
MOUSE	97293	P33215	Protein NEDD1	Nedd1
MOUSE	95824	P06537	Glucocorticoid receptor	Nr3c1
MOUSE	1097164	O35914	Zinc finger protein basonuclin-1	Bnc1
MOUSE	1926195	Q9R0I7	YLP motif-containing protein 1	Ylpm1
MOUSE	2685031	Q5XJE5	RNA polymerase-associated protein LEO1	Leo1
MOUSE	2147274	Q8R5G7	"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3"	Arap3
MOUSE	1340045	Q9JMD0	BUB3-interacting and GLEBS motif-containing protein ZNF207	Znf207
MOUSE	88184	Q6P8Z1	Protein B-Myc	Mycb
MOUSE	1918177	E9Q5F9	Histone-lysine N-methyltransferase SETD2	Setd2
MOUSE	1917370	Q8BYL4	"Tyrosine--tRNA ligase, mitochondrial"	Yars2
MOUSE	97450	P80205	Homeobox protein OTX1	Otx1
MOUSE	96157	P30681	High mobility group protein B2	Hmgb2
MOUSE	3036258	E9PYL1	Protein Chd5	Chd5
MOUSE	105393	Q61880	Meiotic recombination protein DMC1/LIM15 homolog	Dmc1
MOUSE	1933199	Q9Z180	SET-binding protein	Setbp1
MOUSE	1916786	Q921L7	HemK methyltransferase family member 1	Hemk1
MOUSE	1196437	Q6PCN7	Helicase-like transcription factor	Hltf
MOUSE	1349766	O88665	Bromodomain-containing protein 7	Brd7
MOUSE	97324	Q64221	Helix-loop-helix protein 2	Nhlh2
MOUSE	1889002	Q9EP82	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	Wdr4
MOUSE	1920583	Q3V132	ADP/ATP translocase 4	Slc25a31
MOUSE	2656842	Q7M732	Retrotransposon-like protein 1	Rtl1
MOUSE	1349417	Q9R0B7	Zinc finger protein 346	Znf346
MOUSE	1197526	P81066	Iroquois-class homeodomain protein IRX-2	Irx2
MOUSE	1914080	Q7TSZ8	Nucleus accumbens-associated protein 1	Nacc1
MOUSE	894684	P50580	Proliferation-associated protein 2G4	Pa2g4
MOUSE	88064	P19091	Androgen receptor	Ar
MOUSE	3645482	F8VQ88	Uncharacterized protein	Gm5145
MOUSE	1343054	Q8BIQ5	Cleavage stimulation factor subunit 2	Cstf2
MOUSE	1341822	Q9WUK2	Eukaryotic translation initiation factor 4H	Eif4h
MOUSE	1346328	Q8C2K1	Differentially expressed in FDCP 6	Def6
MOUSE	1347471	O35392	Forkhead box protein D2	Foxd2
MOUSE	98495	P70324	T-box transcription factor TBX3	Tbx3
MOUSE	2685600	Q149X8	Protein Zscan30	Zscan30
MOUSE	2682639	Q6NZQ2	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 31	Ddx31
MOUSE	1328366	Q9Z0H3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	Smarcb1
MOUSE	108402	P97440	Histone RNA hairpin-binding protein	Slbp
MOUSE	2685243	Q80VJ6	Zinc finger and SCAN domain containing protein 4C	Zscan4c
MOUSE	1923258	Q8BGW5	SOSS complex subunit B2	Nabp1
MOUSE	1916567	Q6P8W9	High mobility group protein B4	Hmgb4
MOUSE	1354733	Q9QZ59	Doublesex- and mab-3-related transcription factor 1	Dmrt1
MOUSE	2140151	Q8R5K4	Nucleolar protein 6	Nol6
MOUSE	1890081	Q9WVH4	Forkhead box protein O3	Foxo3
MOUSE	1919804	Q640M1	U3 small nucleolar RNA-associated protein 14 homolog A	Utp14a
MOUSE	1341112	O88554	Poly [ADP-ribose] polymerase 2	Parp2
MOUSE	3045322	Q8C0S0	Protein 4932411N23Rik	4932411N23Rik
MOUSE	1346317	Q9QXZ7	Photoreceptor-specific nuclear receptor	Nr2e3
MOUSE	1890165	Q6ZQ58	La-related protein 1	Larp1
MOUSE	3646036	E9PZS1	Uncharacterized protein	Gm4782
MOUSE	3648587	G5E920	MCG114640	Gm6104
MOUSE	96920	O35885	Achaete-scute homolog 2	Ascl2
MOUSE	1349392	Q9QZQ8	Core histone macro-H2A.1	H2afy
MOUSE	1920442	Q9CRT8	Exportin-T	Xpot
MOUSE	109354	P70406	Mitochondrial uncoupling protein 2	Ucp2
MOUSE	1913618	Q9D7H3	RNA 3'-terminal phosphate cyclase	RtcA
MOUSE	97897	P15307	Proto-oncogene c-Rel	Rel
MOUSE	94867	P52950	Homeobox protein DBX1	Dbx1
MOUSE	1914440	Q8BMB3	Eukaryotic translation initiation factor 4E type 2	Eif4e2
MOUSE	2443205	Q0VBL3	Protein Rbm15	Rbm15
MOUSE	1337131	Q61493	DNA polymerase zeta catalytic subunit	Rev3l
MOUSE	97252	P24699	Myogenic factor 5	Myf5
MOUSE	1343877	P53026	60S ribosomal protein L10a	Rpl10a
MOUSE	1913501	Q9D8S3	ADP-ribosylation factor GTPase-activating protein 3	Arfgap3
MOUSE	1928820	Q9JJR7	Achaete-scute homolog 3	Ascl3
MOUSE	1918017	Q922U1	U4/U6 small nuclear ribonucleoprotein Prp3	Prpf3
MOUSE	95462	P49749	Homeobox even-skipped homolog protein 2	Evx2
MOUSE	1920040	Q9CYR0	"Single-stranded DNA-binding protein, mitochondrial"	Ssbp1
MOUSE	103289	Q04863	Transcription factor RelB	Relb
MOUSE	101941	Q61501	Transcription factor E2F1	E2f1
MOUSE	98107	P62264	40S ribosomal protein S14	Rps14
MOUSE	892986	O35906	Transcription factor Spi-B	Spib
MOUSE	1298373	P51410	60S ribosomal protein L9	Rpl9
MOUSE	88360	P18111	Homeobox protein CDX-1	Cdx1
MOUSE	3647512	D3Z102	Uncharacterized protein	Gm4945
MOUSE	2180856	Q8C2W3	2'-5' oligoadenylate synthetase 1E	Oas1e
MOUSE	1346035	Q9WUA2	Phenylalanine--tRNA ligase beta subunit	Farsb
MOUSE	3648476	B4XVP9	Phf11-1	Phf11c
MOUSE	109552	O09046	L-amino-acid oxidase	Il4i1
MOUSE	2137224	Q99N92	"39S ribosomal protein L27, mitochondrial"	Mrpl27
MOUSE	2180852	E9Q9A9	2'-5'-oligoadenylate synthase 2	Oas2
MOUSE	3040686	Q6PFX8	N-acetylaspartylglutamate synthase A	Rimkla
MOUSE	1351608	Q9D8P4	"39S ribosomal protein L17, mitochondrial"	Mrpl17
MOUSE	2388097	Q5HZG4	Transcription initiation factor TFIID subunit 3	Taf3
MOUSE	98423	P32067	Lupus La protein homolog	Ssb
MOUSE	2137600	Q9CYF5	Williams-Beuren syndrome chromosomal region 16 protein homolog	Wbscr16
MOUSE	3642334	E9PYL9	Uncharacterized protein	Gm10036
MOUSE	95841	Q02591	Homeobox protein goosecoid	Gsc
MOUSE	1888519	Q9JKU8	LIM homeobox transcription factor 1-alpha	Lmx1a
MOUSE	1924933	Q5DW34	Histone-lysine N-methyltransferase EHMT1	Ehmt1
MOUSE	109582	O08740	DNA-directed RNA polymerase II subunit RPB11	Polr2j
MOUSE	1916639	Q9DAB5	MCG147815	H2bfm
MOUSE	1923381	Q8CIG0	DEP domain-containing protein 1A	Depdc1a
MOUSE	2442836	Q5SXJ3	Fanconi anemia group J protein homolog	Brip1
MOUSE	1927119	Q9JJA7	Cyclin-L2	Ccnl2
MOUSE	2444274	Q3V0B4	Coiled-coil domain-containing protein 108	Ccdc108
MOUSE	98791	Q64511	DNA topoisomerase 2-beta	Top2b
MOUSE	3642445	S4R1E0	Histone H2A	Gm14920
MOUSE	1914582	P62320	Small nuclear ribonucleoprotein Sm D3	Snrpd3
MOUSE	2669849	Q810B3	Brain-specific homeobox protein homolog	Bsx
MOUSE	1859147	O35284	Basic leucine zipper transcriptional factor ATF-like	Batf
MOUSE	1927354	O35473	Nuclear nucleic acid-binding protein C1D	C1d
MOUSE	1316678	Q9QWZ1	Cell cycle checkpoint protein RAD1	Rad1
MOUSE	3646669	J3QPA0	Protein Gm6686	Gm6686
MOUSE	96201	Q01822	Homeobox protein Hox-D1	Hoxd1
MOUSE	2443075	Q7TN99	Cytoplasmic polyadenylation element-binding protein 3	Cpeb3
MOUSE	3702066	A2AK44	Protein Gm13695	Gm13695
MOUSE	1920753	Q9D9H3	Methyl-CpG-binding domain protein 3-like 1	Mbd3l1
MOUSE	2148251	Q8BZY3	Protein Ddx19b	Ddx19b
MOUSE	3649617	Q810S6	Histone H2A	Gm14484
MOUSE	2684986	Q5U464	"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3"	Asap3
MOUSE	2135679	Q8BKT2	Transcription factor HES-7	Hes7
MOUSE	1888697	Q8VI33	Transcription initiation factor TFIID subunit 9	Taf9
MOUSE	1916330	Q922H4	Mannose-1-phosphate guanyltransferase alpha	Gmppa
MOUSE	2149036	G3X9U1	"Oocyte specific homeobox 6, isoform CRA_b"	Obox6
MOUSE	1353495	P48962	ADP/ATP translocase 1	Slc25a4
MOUSE	1890463	Q923L7	Ear6 protein	Ear6
MOUSE	1341168	Q6P3D7	Transcription factor Spi-C	Spic
MOUSE	98357	P53783	Transcription factor SOX-1	Sox1
MOUSE	1914529	Q9CXU1	Mediator of RNA polymerase II transcription subunit 31	Med31
MOUSE	97347	P42586	Homeobox protein Nkx-2.2	Nkx2-2
MOUSE	2183158	Q99MY8	Histone-lysine N-methyltransferase ASH1L	Ash1l
MOUSE	1328362	O88700	Bloom syndrome protein homolog	Blm
MOUSE	1917167	Q8R2Y9	SOSS complex subunit B1	Nabp2
MOUSE	1914132	Q9CQC6	Basic leucine zipper and W2 domain-containing protein 1	Bzw1
MOUSE	103288	P52432	DNA-directed RNA polymerases I and III subunit RPAC1	Polr1c
MOUSE	1918325	Q80WS1	Beta-citrylglutamate synthase B	Rimklb
MOUSE	2149035	G3X9P6	MCG4771	Obox5
MOUSE	1928894	O55142	60S ribosomal protein L35a	Rpl35a
MOUSE	2152434	Q6Q6R3	Cysteine-rich protein 3	Crip3
MOUSE	1277163	Q2NKI2	Ventral anterior homeobox 1	Vax1
MOUSE	2385598	Q8BHJ9	Pre-mRNA-splicing factor SLU7	Slu7
MOUSE	96223	Q61645	Protein hairless	Hr
MOUSE	1328360	Q62431	AT-rich interactive domain-containing protein 3A	Arid3a
MOUSE	3712326	Q8CIE4	Plec1 protein	Parp10
MOUSE	2684984	Q5HZI9	Solute carrier family 25 member 51	Slc25a51
MOUSE	1922541	Q91X45	Zinc finger and BTB domain-containing protein 3	Zbtb3
MOUSE	96171	P31310	Homeobox protein Hox-A10	Hoxa10
MOUSE	2385133	Q8VBV3	Exosome complex component RRP4	Exosc2
MOUSE	2177178	Q8R418	Endoribonuclease Dicer	Dicer1
MOUSE	1100885	P97817	Cerebellar degeneration-related protein 2	Cdr2
MOUSE	109360	P61969	LIM domain transcription factor LMO4	Lmo4
MOUSE	1920185	Q91VN6	Probable ATP-dependent RNA helicase DDX41	Ddx41
MOUSE	97858	P18911	Retinoic acid receptor gamma	Rarg
MOUSE	107945	P23949	"Zinc finger protein 36, C3H1 type-like 2"	Zfp36l2
MOUSE	2676663	A2A5N8	Lethal(3)malignant brain tumor-like protein 1	L3mbtl1
MOUSE	1313286	B1AUN2	MCG14442	Eif2b3
MOUSE	1927345	Q9CX47	DNA repair protein XRCC2	Xrcc2
MOUSE	99262	P67984	60S ribosomal protein L22	Rpl22
MOUSE	1349421	O55208	Factor in the germline alpha	Figla
MOUSE	1261797	Q9D211	CDKN2AIP N-terminal-like protein	Cdkn2aipnl
MOUSE	1916359	Q8QZR8	Cyclin-related protein FAM58B	Fam58b
MOUSE	3704227	D3Z3K1	MCG11809	Gm10288
MOUSE	1914117	Q9DC33	High mobility group protein 20A	Hmg20a
MOUSE	2448561	B2RR83	Probable ATP-dependent RNA helicase YTHDC2	Ythdc2
MOUSE	1931321	Q99NE9	Pre-B-cell leukemia transcription factor 4	Pbx4
MOUSE	107792	P61375	LIM/homeobox protein Lhx5	Lhx5
MOUSE	1919412	Q8VHK9	Probable ATP-dependent RNA helicase DHX36	Dhx36
MOUSE	2444959	Q8BRH4	Histone-lysine N-methyltransferase 2C	Kmt2c
MOUSE	2685408	Q3U0X6	Protein Zfp217	Zfp217
MOUSE	99240	Q9Z1N5	Spliceosome RNA helicase Ddx39b	Ddx39b
MOUSE	1298228	O70220	Forkhead box protein Q1	Foxq1
MOUSE	3643360	J3QK04	MCG67952	Gm7808
MOUSE	97496	O35317	Pre-B-cell leukemia transcription factor 3	Pbx3
MOUSE	3611233	A2A472	Protein Tox2	Tox2
MOUSE	2444919	Q8BFX2	Protein Zfp438	Zfp438
MOUSE	1930768	Q9Z1N7	AT-rich interactive domain-containing protein 3B	Arid3b
MOUSE	103267	Q60876	Eukaryotic translation initiation factor 4E-binding protein 1	Eif4ebp1
MOUSE	1917152	Q9D0I8	mRNA turnover protein 4 homolog	Mrto4
MOUSE	1918830	Q8BJU9	"Peptide chain release factor 1-like, mitochondrial"	Mtrf1l
MOUSE	1201789	P83882	60S ribosomal protein L36a	Rpl36a
MOUSE	2139360	Q8BX22	Sal-like protein 4	Sall4
MOUSE	95305	P63073	Eukaryotic translation initiation factor 4E	Eif4e
MOUSE	1201409	O70477	Homeobox protein PKNOX1	Pknox1
MOUSE	2442133	G3X9I7	MCG2522	Zc3h12b
MOUSE	1277143	Q8VD76	General transcription factor IIH subunit 3	Gtf2h3
MOUSE	2145261	Q8CIG3	Lysine-specific histone demethylase 1B	Kdm1b
MOUSE	2140076	Q3U1G5	Interferon-stimulated 20 kDa exonuclease-like 2	Isg20l2
MOUSE	2180860	P11928	2'-5'-oligoadenylate synthase 1A	Oas1a
MOUSE	3780185	Q3TQZ4	Protein Gm2016	Gm2016
MOUSE	3583957	D3YYM4	Protein Wdr72	Wdr72
MOUSE	3041259	Q6NXH8	Methyltransferase-like protein 25	Mettl25
MOUSE	97073	Q04841	DNA-3-methyladenine glycosylase	Mpg
MOUSE	2686227	D3YWC7	"MCG15626, isoform CRA_b"	Fam47e
MOUSE	3705218	A6PW38	Protein Gm14543	Gm14543
MOUSE	1347466	Q61572	Forkhead box protein C1	Foxc1
MOUSE	105381	P14206	40S ribosomal protein SA	Rpsa
MOUSE	99946	Q61817	Cyclic AMP-responsive element-binding protein 3	Creb3
MOUSE	1921731	Q8R1H8	Basic leucine zipper transcriptional factor ATF-like 2	Batf2
MOUSE	98507	Q00417	Transcription factor 7	Tcf7
MOUSE	96395	P23611	Interferon regulatory factor 8	Irf8
MOUSE	109271	P70121	Zinc fingers and homeoboxes protein 1	Zhx1
MOUSE	104984	Q64438	Angiogenin-2	Ang2
MOUSE	5439387	M0QWL1	Protein Gm21936	Gm21936
MOUSE	1913833	Q9DAA6	Exosome complex component CSL4	Exosc1
MOUSE	99925	P51960	Myb-related protein A	Mybl1
MOUSE	3711264	Q8BX39	Cytoplasmic polyadenylated homeobox	Cphx3
MOUSE	1921936	B1AUS6	MCG4550	Slc25a54
MOUSE	2143792	E9Q5M4	Protein Zfr2	Zfr2
MOUSE	109634	P70371	Telomeric repeat-binding factor 1	Terf1
MOUSE	98790	Q01320	DNA topoisomerase 2-alpha	Top2a
MOUSE	1352483	A2AWL7	MAX gene-associated protein	Mga
MOUSE	1915434	Q9CQJ6	Density-regulated protein	Denr
MOUSE	2663721	Q8CHP0	Zinc finger CCCH domain-containing protein 3	Zc3h3
MOUSE	97357	P03966	N-myc proto-oncogene protein	Mycn
MOUSE	3650624	A6PWV5	AT-rich interactive domain-containing protein 3C	Arid3c
MOUSE	1915985	Q8R2L5	"28S ribosomal protein S18c, mitochondrial"	Mrps18c
MOUSE	892006	P56916	Homeobox protein goosecoid-2	Gsc2
MOUSE	1926274	Q9D338	"39S ribosomal protein L19, mitochondrial"	Mrpl19
MOUSE	104856	P51450	Nuclear receptor ROR-gamma	Rorc
MOUSE	1917349	Q8CG47	Structural maintenance of chromosomes protein 4	Smc4
MOUSE	1933184	Q6DFW4	Nucleolar protein 58	Nop58
MOUSE	1917372	A2AM29	Protein AF-9	Mllt3
MOUSE	1097686	P84244	Histone H3.3	H3f3a
MOUSE	1097691	P70288	Histone deacetylase 2	Hdac2
MOUSE	3045306	Q8CDF7	Exonuclease 3'-5' domain-containing protein 1	Exd1
MOUSE	2441772	Q05D44	Eukaryotic translation initiation factor 5B	Eif5b
MOUSE	95455	P27577	Protein C-ets-1	Ets1
MOUSE	2678374	Q8BGJ9	Splicing factor U2AF 26 kDa subunit	U2af1l4
MOUSE	1298379	Q8K310	Matrin-3	Matr3
MOUSE	108020	P97425	Eosinophil cationic protein 2	Ear2
MOUSE	98218	Q06348	Paired mesoderm homeobox protein 2	Prrx2
MOUSE	2384298	Q689Z5	Protein strawberry notch homolog 1	Sbno1
MOUSE	1913853	Q9CQQ4	Gem-associated protein 2	Gemin2
MOUSE	1913806	Q9D6N5	Dr1-associated corepressor	Drap1
MOUSE	1922279	Q8R4E6	Purine-rich element-binding protein gamma	Purg
MOUSE	1919911	Q6TAW2	Stress-associated endoplasmic reticulum protein 2	Serp2
MOUSE	1341793	O35984	Pre-B-cell leukemia transcription factor 2	Pbx2
MOUSE	104876	P70120	Transcription factor HES-5	Hes5
MOUSE	3642853	D3Z6C3	40S ribosomal protein S3a	Rps3a2
MOUSE	97493	P47242	Paired box protein Pax-9	Pax9
MOUSE	1913855	D3YX67	"MCG12159, isoform CRA_a"	1700017N19Rik
MOUSE	1923935	Q80XI3	Eukaryotic translation initiation factor 4 gamma 3	Eif4g3
MOUSE	1276574	Q8BVE8	Histone-lysine N-methyltransferase NSD2	Whsc1
MOUSE	2442201	E9PY16	Protein Adap1	Adap1
MOUSE	107178	O70218	Homeobox protein HMX1	Hmx1
MOUSE	96173	Q62424	Homeobox protein Hox-A13	Hoxa13
MOUSE	1860511	Q9DBX7	Hairy/enhancer-of-split related with YRPW motif-like protein	Heyl
MOUSE	1926020	Q8BIX3	ARL14 effector protein	Arl14ep
MOUSE	3613388	Q2MDG0	Protein Rhox4d	Rhox4d
MOUSE	2150037	Q8K4B0	Metastasis-associated protein MTA1	Mta1
MOUSE	88568	P53564	Homeobox protein cut-like 1	Cux1
MOUSE	1351657	Q99LE6	ATP-binding cassette sub-family F member 2	Abcf2
MOUSE	1921572	Q9CWW7	CXXC-type zinc finger protein 1	Cxxc1
MOUSE	2140844	Q8K4F6	Putative methyltransferase NSUN5	Nsun5
MOUSE	1336214	Q3U0V1	Far upstream element-binding protein 2	Khsrp
MOUSE	1351322	Q9WUI0	Homeobox protein MIXL1	Mixl1
MOUSE	1918333	Q9D410	MCG123561	Dmrtc1c2
MOUSE	1859778	Q0VBL6	Hypoxia-inducible factor 3-alpha	Hif3a
MOUSE	1919431	C4P6S0	Sperm head and tail associated protein	Nsun4
MOUSE	97857	P22605	Retinoic acid receptor beta	Rarb
MOUSE	98342	P27048	Small nuclear ribonucleoprotein-associated protein B	Snrpb
MOUSE	2444889	B1B1A0	Lethal(3)malignant brain tumor-like protein 4	L3mbtl4
MOUSE	3649020	D3Z4G3	Protein Gm5698	Gm5698
MOUSE	96911	O54790	Transcription factor MafG	Mafg
MOUSE	88501	P63254	Cysteine-rich protein 1	Crip1
MOUSE	1353589	Q9QXV1	Chromobox protein homolog 8	Cbx8
MOUSE	3648294	Q80WC3	Trinucleotide repeat-containing gene 18 protein	Tnrc18
MOUSE	2443939	Q3TJM4	Centromere protein T	Cenpt
MOUSE	1919064	Q8BK72	"28S ribosomal protein S27, mitochondrial"	Mrps27
MOUSE	2443664	Q3UH06	Ras-responsive element-binding protein 1	Rreb1
MOUSE	105943	Q6ZWV3	60S ribosomal protein L10	Rpl10
MOUSE	103258	Q5SUE7	Adenosine deaminase domain-containing protein 1	Adad1
MOUSE	1918248	Q9D4J7	PHD finger protein 6	Phf6
MOUSE	102539	P70327	T-box transcription factor TBX6	Tbx6
MOUSE	2141599	Q6P7W5	tRNA-splicing endonuclease subunit Sen2	Tsen2
MOUSE	96199	P09633	Homeobox protein Hox-C9	Hoxc9
MOUSE	1351658	Q6P542	ATP-binding cassette sub-family F member 1	Abcf1
MOUSE	97837	Q9QYS9	Protein quaking	Qki
MOUSE	98742	P63058	Thyroid hormone receptor alpha	Thra
MOUSE	3647794	E9Q091	Protein Gm5258	Gm5258
MOUSE	2443154	Q8VEG6	CCR4-NOT transcription complex subunit 6-like	Cnot6l
MOUSE	2384585	Q8CHY6	Transcriptional repressor p66 alpha	Gatad2a
MOUSE	1913411	Q9CR08	Ribonuclease P protein subunit p29	Pop4
MOUSE	103035	P42232	Signal transducer and activator of transcription 5B	Stat5b
MOUSE	3702467	Q6NSQ5	Protein Sp140	Sp140
MOUSE	1855694	Q64339	Ubiquitin-like protein ISG15	Isg15
MOUSE	107157	Q60520	Paired amphipathic helix protein Sin3a	Sin3a
MOUSE	1927999	Q99MZ3	Carbohydrate-responsive element-binding protein	Mlxipl
MOUSE	1349406	Q62095	ATP-dependent RNA helicase DDX3Y	Ddx3y
MOUSE	88022	P21570	Angiogenin	Ang
MOUSE	2443387	Q8BFR1	Zinc finger CCCH-type antiviral protein 1-like	Zc3hav1l
MOUSE	1346340	Q9R190	Metastasis-associated protein MTA2	Mta2
MOUSE	96197	P10629	Homeobox protein Hox-C6	Hoxc6
MOUSE	98105	P63323	40S ribosomal protein S12	Rps12
