index,humanid,mousesym,mouseid,humansym,"# This table looks like it was downloaded from BioMart, but Eric has foolishly lost track of the exact date and versions. "
5311,ENSG00000119888,Epcam,ENSMUSG00000045394,EPCAM,
5312,ENSG00000119899,Slc17a5,ENSMUSG00000049624,SLC17A5,
5313,ENSG00000119900,Ogfrl1,ENSMUSG00000026158,OGFRL1,
5314,ENSG00000119906,Fam178a,ENSMUSG00000036097,FAM178A,
5315,ENSG00000119912,Ide,ENSMUSG00000056999,IDE,
5316,ENSG00000119913,Tectb,ENSMUSG00000024979,TECTB,
5317,ENSG00000119915,Elovl3,ENSMUSG00000038754,ELOVL3,
5318,ENSG00000119917,I830012O16Rik,ENSMUSG00000062488,IFIT3,
5319,ENSG00000119917,Ifit3,ENSMUSG00000074896,IFIT3,
5320,ENSG00000119919,Nkx2-3,ENSMUSG00000044220,NKX2-3,
5321,ENSG00000119922,Ifit2,ENSMUSG00000045932,IFIT2,
5322,ENSG00000119927,Gpam,ENSMUSG00000024978,GPAM,
5323,ENSG00000119929,Cutc,ENSMUSG00000025193,CUTC,
5324,ENSG00000119938,Ppp1r3c,ENSMUSG00000067279,PPP1R3C,
5325,ENSG00000119943,Pyroxd2,ENSMUSG00000060224,PYROXD2,
5326,ENSG00000119946,Cnnm1,ENSMUSG00000025189,CNNM1,
5327,ENSG00000119950,Mxi1,ENSMUSG00000025025,MXI1,
5328,ENSG00000119953,Smndc1,ENSMUSG00000025024,SMNDC1,
5329,ENSG00000119965,2310057M21Rik,ENSMUSG00000040177,C10orf88,
5330,ENSG00000119969,Hells,ENSMUSG00000025001,HELLS,
5331,ENSG00000119973,Prlhr,ENSMUSG00000045052,PRLHR,
5332,ENSG00000119977,Tctn3,ENSMUSG00000025008,TCTN3,
5333,ENSG00000119979,Fam45a,ENSMUSG00000024993,FAM45A,
5334,ENSG00000119986,Avpi1,ENSMUSG00000018821,AVPI1,
5335,ENSG00000120008,Wdr11,ENSMUSG00000042055,WDR11,
5336,ENSG00000120029,9130011E15Rik,ENSMUSG00000039901,C10orf76,
5337,ENSG00000120049,Kcnip2,ENSMUSG00000025221,KCNIP2,
5338,ENSG00000120051,Cfap58,ENSMUSG00000046585,CFAP58,
5339,ENSG00000120053,Got1,ENSMUSG00000025190,GOT1,
5340,ENSG00000120054,Cpn1,ENSMUSG00000025196,CPN1,
5341,ENSG00000120057,Sfrp5,ENSMUSG00000018822,SFRP5,
5342,ENSG00000120063,Gna13,ENSMUSG00000020611,GNA13,
5343,ENSG00000120068,Hoxb8,ENSMUSG00000056648,HOXB8,
5344,ENSG00000120071,Kansl1,ENSMUSG00000018412,KANSL1,
5345,ENSG00000120075,Hoxb5,ENSMUSG00000038700,HOXB5,
5346,ENSG00000120088,Crhr1,ENSMUSG00000018634,CRHR1,
5347,ENSG00000120093,Hoxb3,ENSMUSG00000048763,HOXB3,
5348,ENSG00000120094,Hoxb1,ENSMUSG00000018973,HOXB1,
5349,ENSG00000120129,Dusp1,ENSMUSG00000024190,DUSP1,
5350,ENSG00000120137,Pank3,ENSMUSG00000018846,PANK3,
5351,ENSG00000120149,Msx2,ENSMUSG00000021469,MSX2,
5352,ENSG00000120156,Tek,ENSMUSG00000006386,TEK,
5353,ENSG00000120158,Rcl1,ENSMUSG00000024785,RCL1,
5354,ENSG00000120159,Caap1,ENSMUSG00000028578,CAAP1,
5355,ENSG00000120160,Eqtn,ENSMUSG00000028575,EQTN,
5356,ENSG00000120162,Mob3b,ENSMUSG00000073910,MOB3B,
5357,ENSG00000120210,Insl6,ENSMUSG00000050957,INSL6,
5358,ENSG00000120215,Mlana,ENSMUSG00000024806,MLANA,
5359,ENSG00000120217,Cd274,ENSMUSG00000016496,CD274,
5360,ENSG00000120235,Ifna1,ENSMUSG00000095498,IFNA6,
5361,ENSG00000120235,Ifna4,ENSMUSG00000070904,IFNA6,
5362,ENSG00000120235,Ifna9,ENSMUSG00000095270,IFNA6,
5363,ENSG00000120235,Ifna15,ENSMUSG00000096011,IFNA6,
5364,ENSG00000120235,Ifna2,ENSMUSG00000078354,IFNA6,
5365,ENSG00000120235,Ifna16,ENSMUSG00000078355,IFNA6,
5366,ENSG00000120235,Ifna13,ENSMUSG00000104128,IFNA6,
5367,ENSG00000120235,Ifna5,ENSMUSG00000096682,IFNA6,
5368,ENSG00000120235,Ifna13,ENSMUSG00000063376,IFNA6,
5369,ENSG00000120235,Ifna6,ENSMUSG00000101252,IFNA6,
5370,ENSG00000120235,Ifna7,ENSMUSG00000100713,IFNA6,
5371,ENSG00000120235,Ifnab,ENSMUSG00000100079,IFNA6,
5372,ENSG00000120235,Ifna12,ENSMUSG00000073811,IFNA6,
5373,ENSG00000120235,Ifna11,ENSMUSG00000100549,IFNA6,
5374,ENSG00000120235,Ifna14,ENSMUSG00000095896,IFNA6,
5375,ENSG00000120242,Ifna2,ENSMUSG00000078354,IFNA8,
5376,ENSG00000120242,Ifna13,ENSMUSG00000063376,IFNA8,
5377,ENSG00000120242,Ifna13,ENSMUSG00000104128,IFNA8,
5378,ENSG00000120242,Ifna9,ENSMUSG00000095270,IFNA8,
5379,ENSG00000120242,Ifna11,ENSMUSG00000100549,IFNA8,
5380,ENSG00000120242,Ifna14,ENSMUSG00000095896,IFNA8,
5381,ENSG00000120242,Ifna6,ENSMUSG00000101252,IFNA8,
5382,ENSG00000120242,Ifna12,ENSMUSG00000073811,IFNA8,
5383,ENSG00000120242,Ifna16,ENSMUSG00000078355,IFNA8,
5384,ENSG00000120242,Ifna15,ENSMUSG00000096011,IFNA8,
5385,ENSG00000120242,Ifna7,ENSMUSG00000100713,IFNA8,
5386,ENSG00000120242,Ifna1,ENSMUSG00000095498,IFNA8,
5387,ENSG00000120242,Ifna5,ENSMUSG00000096682,IFNA8,
5388,ENSG00000120242,Ifna4,ENSMUSG00000070904,IFNA8,
5389,ENSG00000120242,Ifnab,ENSMUSG00000100079,IFNA8,
5390,ENSG00000120251,Gria2,ENSMUSG00000033981,GRIA2,
5391,ENSG00000120253,Nup43,ENSMUSG00000040034,NUP43,
5392,ENSG00000120254,Mthfd1l,ENSMUSG00000040675,MTHFD1L,
5393,ENSG00000120256,Lrp11,ENSMUSG00000019796,LRP11,
5394,ENSG00000120262,Ccdc170,ENSMUSG00000019767,CCDC170,
5395,ENSG00000120265,Pcmt1,ENSMUSG00000019795,PCMT1,
5396,ENSG00000120278,Plekhg1,ENSMUSG00000040624,PLEKHG1,
5397,ENSG00000120279,Myct1,ENSMUSG00000046916,MYCT1,
5398,ENSG00000120280,5430427O19Rik,ENSMUSG00000025058,CXorf21,
5399,ENSG00000120289,Mageb4,ENSMUSG00000035427,MAGEB4,
5400,ENSG00000120306,Cystm1,ENSMUSG00000046727,CYSTM1,
5401,ENSG00000120314,Wdr55,ENSMUSG00000042660,WDR55,
5402,ENSG00000120318,Arap3,ENSMUSG00000024451,ARAP3,
5403,ENSG00000120322,Pcdhb16,ENSMUSG00000047910,PCDHB8,
5404,ENSG00000120324,Pcdhb18,ENSMUSG00000048347,PCDHB10,
5405,ENSG00000120327,Pcdhb20,ENSMUSG00000046191,PCDHB14,
5406,ENSG00000120328,Pcdhb19,ENSMUSG00000043313,PCDHB12,
5407,ENSG00000120329,Slc25a2,ENSMUSG00000050304,SLC25A2,
5408,ENSG00000120332,Tnn,ENSMUSG00000026725,TNN,
5409,ENSG00000120333,Mrps14,ENSMUSG00000058267,MRPS14,
5410,ENSG00000120334,Cenpl,ENSMUSG00000026708,CENPL,
5411,ENSG00000120337,Tnfsf18,ENSMUSG00000066755,TNFSF18,
5412,ENSG00000120341,Sec16b,ENSMUSG00000026589,SEC16B,
5413,ENSG00000120370,Gorab,ENSMUSG00000040124,GORAB,
5414,ENSG00000120436,Gpr31b,ENSMUSG00000071311,GPR31,
5415,ENSG00000120437,Acat3,ENSMUSG00000062480,ACAT2,
5416,ENSG00000120437,Acat2,ENSMUSG00000023832,ACAT2,
5417,ENSG00000120438,Tcp1,ENSMUSG00000068039,TCP1,
5418,ENSG00000120440,Ttll2,ENSMUSG00000079722,TTLL2,
5419,ENSG00000120451,Snx19,ENSMUSG00000031993,SNX19,
5420,ENSG00000120457,Kcnj5,ENSMUSG00000032034,KCNJ5,
5421,ENSG00000120458,Msantd2,ENSMUSG00000042138,MSANTD2,
5422,ENSG00000120498,Tex11,ENSMUSG00000009670,TEX11,
5423,ENSG00000120500,Arr3,ENSMUSG00000060890,ARR3,
5424,ENSG00000120509,Pdzd11,ENSMUSG00000015668,PDZD11,
5425,ENSG00000120519,Slc10a7,ENSMUSG00000031684,SLC10A7,
5426,ENSG00000120526,Nudcd1,ENSMUSG00000038736,NUDCD1,
5427,ENSG00000120533,Eny2,ENSMUSG00000022338,ENY2,
5428,ENSG00000120539,Mastl,ENSMUSG00000026779,MASTL,
5429,ENSG00000120549,Etl4,ENSMUSG00000036617,KIAA1217,
5430,ENSG00000120563,Lyzl1,ENSMUSG00000024233,LYZL1,
5431,ENSG00000120594,Plxdc2,ENSMUSG00000026748,PLXDC2,
5432,ENSG00000120616,Epc1,ENSMUSG00000024240,EPC1,
5433,ENSG00000120645,Iqsec3,ENSMUSG00000040797,IQSEC3,
5434,ENSG00000120647,Ccdc77,ENSMUSG00000030177,CCDC77,
5435,ENSG00000120656,Taf12,ENSMUSG00000028899,TAF12,
5436,ENSG00000120658,Enox1,ENSMUSG00000022012,ENOX1,
5437,ENSG00000120659,Tnfsf11,ENSMUSG00000022015,TNFSF11,
5438,ENSG00000120662,Mtrf1,ENSMUSG00000022022,MTRF1,
5439,ENSG00000120669,Sohlh2,ENSMUSG00000027794,SOHLH2,
5440,ENSG00000120675,Dnajc15,ENSMUSG00000022013,DNAJC15,
5441,ENSG00000120685,Proser1,ENSMUSG00000049504,PROSER1,
5442,ENSG00000120686,Ufm1,ENSMUSG00000027746,UFM1,
5443,ENSG00000120688,Wbp4,ENSMUSG00000022023,WBP4,
5444,ENSG00000120690,Elf1,ENSMUSG00000036461,ELF1,
5445,ENSG00000120693,Smad9,ENSMUSG00000027796,SMAD9,
5446,ENSG00000120694,Hsph1,ENSMUSG00000029657,HSPH1,
5447,ENSG00000120696,Kbtbd7,ENSMUSG00000043881,KBTBD7,
5448,ENSG00000120697,Alg5,ENSMUSG00000036632,ALG5,
5449,ENSG00000120699,Exosc8,ENSMUSG00000027752,EXOSC8,
5450,ENSG00000120705,Etf1,ENSMUSG00000024360,ETF1,
5451,ENSG00000120708,Tgfbi,ENSMUSG00000035493,TGFBI,
5452,ENSG00000120709,Fam53c,ENSMUSG00000034300,FAM53C,
5453,ENSG00000120725,Sil1,ENSMUSG00000024357,SIL1,
5454,ENSG00000120727,Paip2,ENSMUSG00000037058,PAIP2,
5455,ENSG00000120729,Myot,ENSMUSG00000024471,MYOT,
5456,ENSG00000120733,Kdm3b,ENSMUSG00000038773,KDM3B,
5457,ENSG00000120738,Egr1,ENSMUSG00000038418,EGR1,
5458,ENSG00000120742,Serp1,ENSMUSG00000027808,SERP1,
5459,ENSG00000120756,Pls1,ENSMUSG00000049493,PLS1,
5460,ENSG00000120784,Zfp30,ENSMUSG00000047473,ZFP30,
5461,ENSG00000120798,Nr2c1,ENSMUSG00000005897,NR2C1,
5462,ENSG00000120800,Utp20,ENSMUSG00000004356,UTP20,
5463,ENSG00000120802,Tmpo,ENSMUSG00000019961,TMPO,
5464,ENSG00000120805,Arl1,ENSMUSG00000060904,ARL1,
5465,ENSG00000120820,Glt8d2,ENSMUSG00000020251,GLT8D2,
5466,ENSG00000120832,Mterf2,ENSMUSG00000049038,MTERF2,
5467,ENSG00000120833,Socs2,ENSMUSG00000020027,SOCS2,
5468,ENSG00000120833,Gm9847,ENSMUSG00000050974,SOCS2,
5469,ENSG00000120837,Nfyb,ENSMUSG00000020248,NFYB,
5470,ENSG00000120860,Ccdc53,ENSMUSG00000020056,CCDC53,
5471,ENSG00000120868,Apaf1,ENSMUSG00000019979,APAF1,
5472,ENSG00000120875,Dusp4,ENSMUSG00000031530,DUSP4,
5473,ENSG00000120885,Clu,ENSMUSG00000022037,CLU,
5474,ENSG00000120889,Tnfrsf10b,ENSMUSG00000022074,TNFRSF10B,
5475,ENSG00000120896,Sorbs3,ENSMUSG00000022091,SORBS3,
5476,ENSG00000120899,Ptk2b,ENSMUSG00000059456,PTK2B,
5477,ENSG00000120903,Chrna2,ENSMUSG00000022041,CHRNA2,
5478,ENSG00000120907,Adra1a,ENSMUSG00000045875,ADRA1A,
5479,ENSG00000120910,Ppp3cc,ENSMUSG00000022092,PPP3CC,
5480,ENSG00000120913,Pdlim2,ENSMUSG00000022090,PDLIM2,
5481,ENSG00000120915,Ephx2,ENSMUSG00000022040,EPHX2,
5482,ENSG00000120925,Rnf170,ENSMUSG00000013878,RNF170,
5483,ENSG00000120942,Ubiad1,ENSMUSG00000047719,UBIAD1,
5484,ENSG00000120948,Tardbp,ENSMUSG00000041459,TARDBP,
5485,ENSG00000120949,Tnfrsf8,ENSMUSG00000028602,TNFRSF8,
5486,ENSG00000120952,Gm13088,ENSMUSG00000078513,PRAMEF2,
5487,ENSG00000120952,Gm12794,ENSMUSG00000070890,PRAMEF2,
5488,ENSG00000120952,AC123873.3,ENSMUSG00000094836,PRAMEF2,
5489,ENSG00000120952,AC133095.1,ENSMUSG00000094855,PRAMEF2,
5490,ENSG00000120952,Gm3259,ENSMUSG00000079424,PRAMEF2,
5491,ENSG00000120952,AC164084.1,ENSMUSG00000095505,PRAMEF2,
5492,ENSG00000120952,AC164084.2,ENSMUSG00000095666,PRAMEF2,
5493,ENSG00000120952,Gm7978,ENSMUSG00000096139,PRAMEF2,
5494,ENSG00000120952,Gm13023,ENSMUSG00000066031,PRAMEF2,
5495,ENSG00000120952,C130073F10Rik,ENSMUSG00000046133,PRAMEF2,
5496,ENSG00000120952,Gm6502,ENSMUSG00000095718,PRAMEF2,
5497,ENSG00000120952,C87414,ENSMUSG00000070686,PRAMEF2,
5498,ENSG00000120952,Pramef25,ENSMUSG00000078511,PRAMEF2,
5499,ENSG00000120952,Gm3139,ENSMUSG00000095074,PRAMEF2,
5500,ENSG00000120952,Gm13040,ENSMUSG00000070616,PRAMEF2,
5501,ENSG00000120952,Gm13102,ENSMUSG00000073723,PRAMEF2,
5502,ENSG00000120952,Gm2042,ENSMUSG00000096276,PRAMEF2,
5503,ENSG00000120952,AC126035.1,ENSMUSG00000094791,PRAMEF2,
5504,ENSG00000120952,AA792892,ENSMUSG00000073497,PRAMEF2,
5505,ENSG00000120952,Oog1,ENSMUSG00000096576,PRAMEF2,
5506,ENSG00000120952,Gm3176,ENSMUSG00000094043,PRAMEF2,
5507,ENSG00000120952,Gm13103,ENSMUSG00000029451,PRAMEF2,
5508,ENSG00000120952,Gm16522,ENSMUSG00000094560,PRAMEF2,
5509,ENSG00000120952,Gm7682,ENSMUSG00000074011,PRAMEF2,
5510,ENSG00000120952,Gm6367,ENSMUSG00000096742,PRAMEF2,
5511,ENSG00000120952,AC165294.2,ENSMUSG00000096236,PRAMEF2,
5512,ENSG00000120952,AC140325.1,ENSMUSG00000074720,PRAMEF2,
5513,ENSG00000120952,Gm13084,ENSMUSG00000059218,PRAMEF2,
5514,ENSG00000120952,Gm10424,ENSMUSG00000096066,PRAMEF2,
5515,ENSG00000120952,Gm16429,ENSMUSG00000096230,PRAMEF2,
5516,ENSG00000120952,Oog2,ENSMUSG00000066030,PRAMEF2,
5517,ENSG00000120952,AC165294.3,ENSMUSG00000096756,PRAMEF2,
5518,ENSG00000120952,Gm16367,ENSMUSG00000096550,PRAMEF2,
5519,ENSG00000120952,AC140325.3,ENSMUSG00000095570,PRAMEF2,
5520,ENSG00000120952,AC124606.1,ENSMUSG00000095523,PRAMEF2,
5521,ENSG00000120952,AC125178.1,ENSMUSG00000094722,PRAMEF2,
5522,ENSG00000120952,Gm12789,ENSMUSG00000078625,PRAMEF2,
5523,ENSG00000120952,AC123873.2,ENSMUSG00000094474,PRAMEF2,
5524,ENSG00000120952,BC061212,ENSMUSG00000072822,PRAMEF2,
5525,ENSG00000120952,Gm13078,ENSMUSG00000046435,PRAMEF2,
5526,ENSG00000120952,AC133095.2,ENSMUSG00000095475,PRAMEF2,
5527,ENSG00000120952,Gm3106,ENSMUSG00000096259,PRAMEF2,
5528,ENSG00000120952,AC165294.1,ENSMUSG00000094303,PRAMEF2,
5529,ENSG00000120952,Oog4,ENSMUSG00000047799,PRAMEF2,
5530,ENSG00000120952,Pramel5,ENSMUSG00000036749,PRAMEF2,
5531,ENSG00000120952,AC163611.1,ENSMUSG00000094172,PRAMEF2,
5532,ENSG00000120952,Gm13057,ENSMUSG00000096154,PRAMEF2,
5533,ENSG00000120952,AC125178.2,ENSMUSG00000095076,PRAMEF2,
5534,ENSG00000120952,Pramef8,ENSMUSG00000046862,PRAMEF2,
5535,ENSG00000120952,Gm3286,ENSMUSG00000079423,PRAMEF2,
5536,ENSG00000120952,Pramel6,ENSMUSG00000025838,PRAMEF2,
5537,ENSG00000120952,Gm16513,ENSMUSG00000095996,PRAMEF2,
5538,ENSG00000120952,Pramef17,ENSMUSG00000078509,PRAMEF2,
5539,ENSG00000120952,Gm12790,ENSMUSG00000078626,PRAMEF2,
5540,ENSG00000120952,BC080695,ENSMUSG00000070618,PRAMEF2,
5541,ENSG00000120952,Gm13043,ENSMUSG00000095409,PRAMEF2,
5542,ENSG00000120952,Gm7647,ENSMUSG00000073510,PRAMEF2,
5543,ENSG00000120952,Gm13083,ENSMUSG00000066688,PRAMEF2,
5544,ENSG00000120952,B020004J07Rik,ENSMUSG00000035201,PRAMEF2,
5545,ENSG00000120952,Gm3183,ENSMUSG00000095954,PRAMEF2,
5546,ENSG00000120952,AC123873.1,ENSMUSG00000094383,PRAMEF2,
5547,ENSG00000120952,Gm7942,ENSMUSG00000092166,PRAMEF2,
5548,ENSG00000120952,Pramef6,ENSMUSG00000078512,PRAMEF2,
5549,ENSG00000120952,Gm13101,ENSMUSG00000078510,PRAMEF2,
5550,ENSG00000120952,C87414,ENSMUSG00000094887,PRAMEF2,
5551,ENSG00000120952,Gm13125,ENSMUSG00000073721,PRAMEF2,
5552,ENSG00000120952,Pramel4,ENSMUSG00000073724,PRAMEF2,
5553,ENSG00000120952,Gm6205,ENSMUSG00000092073,PRAMEF2,
5554,ENSG00000120952,Gm6509,ENSMUSG00000094195,PRAMEF2,
5555,ENSG00000120952,Gm12800,ENSMUSG00000037028,PRAMEF2,
5556,ENSG00000120952,Pramel7,ENSMUSG00000025839,PRAMEF2,
5557,ENSG00000120952,AC164084.3,ENSMUSG00000096680,PRAMEF2,
5558,ENSG00000120952,Gm13119,ENSMUSG00000070619,PRAMEF2,
5559,ENSG00000120952,Gm13089,ENSMUSG00000070617,PRAMEF2,
5560,ENSG00000120952,C87977,ENSMUSG00000046262,PRAMEF2,
5561,ENSG00000120952,C87499,ENSMUSG00000038330,PRAMEF2,
5562,ENSG00000120952,AC140325.4,ENSMUSG00000096728,PRAMEF2,
5563,ENSG00000120952,AC140365.1,ENSMUSG00000091585,PRAMEF2,
5564,ENSG00000120952,Gm7982,ENSMUSG00000072814,PRAMEF2,
5565,ENSG00000120952,Gm6468,ENSMUSG00000095219,PRAMEF2,
5566,ENSG00000120952,Gm3286,ENSMUSG00000094337,PRAMEF2,
5567,ENSG00000120952,AC140325.2,ENSMUSG00000094741,PRAMEF2,
5568,ENSG00000120952,Oog3,ENSMUSG00000050810,PRAMEF2,
5569,ENSG00000120952,Gm16427,ENSMUSG00000096044,PRAMEF2,
5570,ENSG00000120952,AC124606.2,ENSMUSG00000095763,PRAMEF2,
5571,ENSG00000120952,Gm3147,ENSMUSG00000095503,PRAMEF2,
5572,ENSG00000120952,Gm10436,ENSMUSG00000066027,PRAMEF2,
5573,ENSG00000120952,Pramef12,ENSMUSG00000028591,PRAMEF2,
5574,ENSG00000120952,Gm13128,ENSMUSG00000078508,PRAMEF2,
5575,ENSG00000120952,AC125178.3,ENSMUSG00000095728,PRAMEF2,
5576,ENSG00000120952,Pramel1,ENSMUSG00000041805,PRAMEF2,
5577,ENSG00000120952,D5Ertd577e,ENSMUSG00000070677,PRAMEF2,
5578,ENSG00000120952,E330014E10Rik,ENSMUSG00000072813,PRAMEF2,
5579,ENSG00000120952,Gm6351,ENSMUSG00000072821,PRAMEF2,
5580,ENSG00000120963,Zfp706,ENSMUSG00000062397,ZNF706,
5581,ENSG00000120992,Lypla1,ENSMUSG00000025903,LYPLA1,
5582,ENSG00000121005,Crispld1,ENSMUSG00000025776,CRISPLD1,
5583,ENSG00000121022,Cops5,ENSMUSG00000025917,COPS5,
5584,ENSG00000121039,Rdh10,ENSMUSG00000025921,RDH10,
5585,ENSG00000121053,Epx,ENSMUSG00000052234,EPX,
5586,ENSG00000121057,Akap1,ENSMUSG00000018428,AKAP1,
5587,ENSG00000121058,Coil,ENSMUSG00000033983,COIL,
5588,ENSG00000121058,Coil,ENSMUSG00000103316,COIL,
5589,ENSG00000121060,Trim25,ENSMUSG00000000275,TRIM25,
5590,ENSG00000121064,Scpep1,ENSMUSG00000000278,SCPEP1,
5591,ENSG00000121067,Spop,ENSMUSG00000057522,SPOP,
5592,ENSG00000121068,Tbx2,ENSMUSG00000000093,TBX2,
5593,ENSG00000121073,Slc35b1,ENSMUSG00000020873,SLC35B1,
5594,ENSG00000121075,Tbx4,ENSMUSG00000000094,TBX4,
5595,ENSG00000121101,Tex14,ENSMUSG00000010342,TEX14,
5596,ENSG00000121104,Fam117a,ENSMUSG00000038893,FAM117A,
5597,ENSG00000121152,Ncaph,ENSMUSG00000034906,NCAPH,
5598,ENSG00000121207,Lrat,ENSMUSG00000028003,LRAT,
5599,ENSG00000121210,D930015E06Rik,ENSMUSG00000033767,KIAA0922,
5600,ENSG00000121211,Mnd1,ENSMUSG00000033752,MND1,
5601,ENSG00000121236,Trim6,ENSMUSG00000072244,TRIM6,
5602,ENSG00000121274,Papd5,ENSMUSG00000036779,PAPD5,
5603,ENSG00000121281,Adcy7,ENSMUSG00000031659,ADCY7,
5604,ENSG00000121289,Cep89,ENSMUSG00000023072,CEP89,
5605,ENSG00000121297,Tshz3,ENSMUSG00000021217,TSHZ3,
5606,ENSG00000121310,Echdc2,ENSMUSG00000028601,ECHDC2,
5607,ENSG00000121316,Plbd1,ENSMUSG00000030214,PLBD1,
5608,ENSG00000121318,Tas2r114,ENSMUSG00000063478,TAS2R10,
5609,ENSG00000121318,Tas2r105,ENSMUSG00000051153,TAS2R10,
5610,ENSG00000121318,Tas2r104,ENSMUSG00000061977,TAS2R10,
5611,ENSG00000121318,Tas2r107,ENSMUSG00000053389,TAS2R10,
5612,ENSG00000121318,Tas2r106,ENSMUSG00000057754,TAS2R10,
5613,ENSG00000121350,Pyroxd1,ENSMUSG00000041671,PYROXD1,
5614,ENSG00000121351,Iapp,ENSMUSG00000041681,IAPP,
5615,ENSG00000121361,Kcnj8,ENSMUSG00000030247,KCNJ8,
5616,ENSG00000121377,Tas2r130,ENSMUSG00000054497,TAS2R7,
5617,ENSG00000121380,Bcl2l14,ENSMUSG00000030200,BCL2L14,
5618,ENSG00000121390,Pspc1,ENSMUSG00000021938,PSPC1,
5619,ENSG00000121410,A1bg,ENSMUSG00000022347,A1BG,
5620,ENSG00000121413,Zscan18,ENSMUSG00000070822,ZSCAN18,
5621,ENSG00000121440,Pdzrn3,ENSMUSG00000035357,PDZRN3,
5622,ENSG00000121446,Rgsl1,ENSMUSG00000042641,RGSL1,
5623,ENSG00000121454,Lhx4,ENSMUSG00000026468,LHX4,
5624,ENSG00000121481,Rnf2,ENSMUSG00000026484,RNF2,
5625,ENSG00000121486,Trmt1l,ENSMUSG00000053286,TRMT1L,
5626,ENSG00000121542,Sec22a,ENSMUSG00000034473,SEC22A,
5627,ENSG00000121552,Stfa1,ENSMUSG00000071562,CSTA,
5628,ENSG00000121552,Csta1,ENSMUSG00000034362,CSTA,
5629,ENSG00000121552,Stfa3,ENSMUSG00000054905,CSTA,
5630,ENSG00000121552,Stfa2,ENSMUSG00000022902,CSTA,
5631,ENSG00000121552,Gm5689,ENSMUSG00000034339,CSTA,
5632,ENSG00000121552,2010005H15Rik,ENSMUSG00000095620,CSTA,
5633,ENSG00000121552,BC100530,ENSMUSG00000071561,CSTA,
5634,ENSG00000121552,BC117090,ENSMUSG00000079594,CSTA,
5635,ENSG00000121552,Gm4758,ENSMUSG00000079595,CSTA,
5636,ENSG00000121552,Gm5416,ENSMUSG00000094733,CSTA,
5637,ENSG00000121552,Stfa2l1,ENSMUSG00000059657,CSTA,
5638,ENSG00000121552,Gm5483,ENSMUSG00000079597,CSTA,
5639,ENSG00000121570,Dppa4,ENSMUSG00000058550,DPPA4,
5640,ENSG00000121577,Popdc2,ENSMUSG00000022803,POPDC2,
5641,ENSG00000121578,B4galt4,ENSMUSG00000022793,B4GALT4,
5642,ENSG00000121579,Naa50,ENSMUSG00000022698,NAA50,
5643,ENSG00000121594,Cd80,ENSMUSG00000075122,CD80,
5644,ENSG00000121621,Kif18a,ENSMUSG00000027115,KIF18A,
5645,ENSG00000121634,Gja8,ENSMUSG00000049908,GJA8,
5646,ENSG00000121644,Desi2,ENSMUSG00000026502,DESI2,
5647,ENSG00000121653,Mapk8ip1,ENSMUSG00000027223,MAPK8IP1,
5648,ENSG00000121671,Cry2,ENSMUSG00000068742,CRY2,
5649,ENSG00000121680,Pex16,ENSMUSG00000027222,PEX16,
5650,ENSG00000121690,Depdc7,ENSMUSG00000027173,DEPDC7,
5651,ENSG00000121691,Cat,ENSMUSG00000027187,CAT,
5652,ENSG00000121716,Pilrb1,ENSMUSG00000066684,PILRB,
5653,ENSG00000121716,Pilrb2,ENSMUSG00000066682,PILRB,
5654,ENSG00000121716,Pilra,ENSMUSG00000046245,PILRB,
5655,ENSG00000121741,Zmym2,ENSMUSG00000021945,ZMYM2,
5656,ENSG00000121742,Gjb6,ENSMUSG00000040055,GJB6,
5657,ENSG00000121743,Gja3,ENSMUSG00000048582,GJA3,
5658,ENSG00000121749,Tbc1d15,ENSMUSG00000020130,TBC1D15,
5659,ENSG00000121753,Adgrb2,ENSMUSG00000028782,ADGRB2,
5660,ENSG00000121764,Hcrtr1,ENSMUSG00000028778,HCRTR1,
5661,ENSG00000121766,Zcchc17,ENSMUSG00000028772,ZCCHC17,
5662,ENSG00000121769,Fabp3,ENSMUSG00000028773,FABP3,
5663,ENSG00000121769,Fabp3-ps1,ENSMUSG00000056366,FABP3,
5664,ENSG00000121774,Khdrbs1,ENSMUSG00000028790,KHDRBS1,
5665,ENSG00000121775,Tmem39b,ENSMUSG00000053730,TMEM39B,
5666,ENSG00000121797,Ccrl2,ENSMUSG00000043953,CCRL2,
5667,ENSG00000121807,Ccr5,ENSMUSG00000079227,CCR2,
5668,ENSG00000121807,Ccr2,ENSMUSG00000049103,CCR2,
5669,ENSG00000121851,Polr3gl,ENSMUSG00000028104,POLR3GL,
5670,ENSG00000121853,Ghsr,ENSMUSG00000051136,GHSR,
5671,ENSG00000121858,Tnfsf10,ENSMUSG00000039304,TNFSF10,
5672,ENSG00000121864,Zfp639,ENSMUSG00000027667,ZNF639,
5673,ENSG00000121871,Slitrk3,ENSMUSG00000048304,SLITRK3,
5674,ENSG00000121879,Pik3ca,ENSMUSG00000027665,PIK3CA,
5675,ENSG00000121892,Pds5a,ENSMUSG00000029202,PDS5A,
5676,ENSG00000121895,Tmem156,ENSMUSG00000037913,TMEM156,
5677,ENSG00000121897,Lias,ENSMUSG00000029199,LIAS,
5678,ENSG00000121898,Cpxm2,ENSMUSG00000030862,CPXM2,
5679,ENSG00000121900,Tmem54,ENSMUSG00000028786,TMEM54,
5680,ENSG00000121903,Zscan20,ENSMUSG00000061894,ZSCAN20,
